Ort 	          : Madrid
Breitengrad       : 40.45
Längengrad	  : -3.7
Hoehenlage        : 716 Meter ueber NN


Art des TMY       : mittleres Jahr
Bezugszeitraum    : 2017-2019
Datenbasis        : National solar radiation database 

NSRDB,232500,-,-,-,40.45,-3.7,0,716,1,w/m2,w/m2,w/m2
Year,MM,DD,HH,Minute,Temperature,DHI,GHI,DNI,Surface Albedo,Wind Direction,Wind Speed,Pressure
2019,2,21,23,30,6.6,0,0,0,0.16,124,1,940
2019,2,21,24,30,5.9,0,0,0,0.16,122,1.1,940
2019,2,22,1,30,3.7,0,0,0,0.16,107,1.2,940
2019,2,22,2,30,2.5,0,0,0,0.16,96,1.2,940
2019,2,22,3,30,1.7,0,0,0,0.16,86,1.2,940
2019,2,22,4,30,1.2,0,0,0,0.16,76,1.3,940
2019,2,22,5,30,1,0,0,0,0.16,68,1.3,940
2019,2,22,6,30,0.8,0,0,0,0.16,63,1.3,941
2019,2,22,7,30,1.7,0,0,0,0.16,60,1.3,941
2019,2,22,8,30,5,32,60,327,0.16,56,1.5,941
2019,2,22,9,30,8.9,105,131,98,0.16,60,1.6,942
2019,2,22,10,30,12.1,181,257,183,0.16,95,1.3,942
2019,2,22,11,30,14.9,89,580,914,0.16,142,1.5,941
2019,2,22,12,30,16.5,92,674,954,0.16,170,1.9,941
2019,2,22,13,30,17.2,87,708,980,0.16,187,2,940
2019,2,22,14,30,17.5,84,675,974,0.16,201,1.9,940
2019,2,22,15,30,17.2,78,580,943,0.16,211,1.8,939
2019,2,22,16,30,16.1,76,425,848,0.16,221,1.2,939
2019,2,22,17,30,13.8,59,240,703,0.16,237,0.8,939
2019,2,22,18,30,11.7,28,54,331,0.16,262,0.8,939
2019,2,22,19,30,10.7,0,0,0,0.16,291,0.8,940
2019,2,22,20,30,9.8,0,0,0,0.16,313,1,940
2019,2,22,21,30,8.7,0,0,0,0.16,326,1.2,940
2019,2,22,22,30,7.7,0,0,0,0.16,333,1.2,940
2019,2,22,23,30,6.8,0,0,0,0.16,337,1.3,940
2019,2,22,24,30,6.5,0,0,0,0.16,339,1.3,940
2019,2,23,1,30,5.5,0,0,0,0.16,344,1.3,940
2019,2,23,2,30,4.9,0,0,0,0.16,347,1.3,940
2019,2,23,3,30,4.2,0,0,0,0.16,351,1.3,939
2019,2,23,4,30,3.2,0,0,0,0.16,178,1.4,939
2019,2,23,5,30,2.1,0,0,0,0.16,3,1.4,939
2019,2,23,6,30,1.2,0,0,0,0.16,5,1.5,939
2019,2,23,7,30,1.7,0,0,0,0.16,7,1.5,940
2019,2,23,8,30,5.1,35,62,290,0.16,9,2.1,940
2019,2,23,9,30,9.2,105,120,56,0.16,8,2.7,940
2019,2,23,10,30,12.6,182,267,200,0.16,5,2.9,940
2019,2,23,11,30,15.4,222,421,367,0.16,3,2.9,940
2019,2,23,12,30,17.2,188,557,601,0.16,3,2.7,939
2019,2,23,13,30,18.3,203,579,588,0.16,5,2.6,939
2019,2,23,14,30,18.7,179,561,624,0.16,6,2.6,938
2019,2,23,15,30,18.3,227,403,328,0.16,181,2.4,938
2019,2,23,16,30,16.4,161,173,28,0.16,347,1.7,937
2019,2,23,17,30,13,83,185,392,0.16,333,1.3,937
2019,2,23,18,30,10.3,28,42,179,0.16,331,1.6,937
2019,2,23,19,30,9.3,0,0,0,0.16,338,2.1,938
2019,2,23,20,30,8.6,0,0,0,0.16,346,2.5,938
2019,2,23,21,30,7.6,0,0,0,0.16,177,2.6,938
2019,2,23,22,30,6.8,0,0,0,0.16,11,2.5,939
2019,2,23,23,30,6.1,0,0,0,0.16,26,2.3,939
2019,2,23,24,30,5.8,0,0,0,0.16,33,2.2,939
2019,2,24,1,30,5.2,0,0,0,0.16,42,2,939
2019,2,24,2,30,5.1,0,0,0,0.16,45,1.9,938
2019,2,24,3,30,5,0,0,0,0.16,45,2,938
2019,2,24,4,30,4.8,0,0,0,0.16,44,2,938
2019,2,24,5,30,4.5,0,0,0,0.16,43,2.1,939
2019,2,24,6,30,4.1,0,0,0,0.16,46,2.2,939
2019,2,24,7,30,4.3,0,0,0,0.16,51,2.4,940
2019,2,24,8,30,6.1,5,5,0,0.16,56,2.8,940
2019,2,24,9,30,9,10,10,0,0.16,73,2.5,941
2019,2,24,10,30,12,184,276,215,0.16,115,1.9,941
2019,2,24,11,30,14.5,237,404,306,0.16,151,1.7,941
2019,2,24,12,30,16.4,86,667,937,0.16,159,1.7,941
2019,2,24,13,30,17.4,85,697,951,0.16,153,1.8,940
2019,2,24,14,30,17.8,83,664,941,0.16,145,2,940
2019,2,24,15,30,17.6,78,570,908,0.16,139,2.1,940
2019,2,24,16,30,16.7,73,424,834,0.16,137,1.8,939
2019,2,24,17,30,13.8,57,242,699,0.16,136,1.3,940
2019,2,24,18,30,10.8,27,59,374,0.16,135,1.2,940
2019,2,24,19,30,9.4,0,0,0,0.16,133,1.2,941
2019,2,24,20,30,8.3,0,0,0,0.16,130,1.2,941
2019,2,24,21,30,7.3,0,0,0,0.16,127,1.2,941
2019,2,24,22,30,6.2,0,0,0,0.16,124,1.2,942
2019,2,24,23,30,5.3,0,0,0,0.16,119,1.2,942
2019,2,24,24,30,4.8,0,0,0,0.16,116,1.2,942
2019,2,25,1,30,3.8,0,0,0,0.16,103,1.1,942
2019,2,25,2,30,3.3,0,0,0,0.16,94,1,942
2019,2,25,3,30,3,0,0,0,0.16,84,1,942
2019,2,25,4,30,2.7,0,0,0,0.16,74,1,941
2019,2,25,5,30,2.3,0,0,0,0.16,70,1.1,941
2019,2,25,6,30,1.9,0,0,0,0.16,73,1.1,941
2019,2,25,7,30,2.6,0,0,0,0.16,79,1.3,941
2019,2,25,8,30,5.2,32,69,369,0.16,83,1.7,942
2019,2,25,9,30,8.3,112,142,108,0.16,93,1.7,942
2019,2,25,10,30,11.5,188,270,188,0.16,117,1.4,942
2019,2,25,11,30,14.5,86,579,894,0.16,147,1.4,941
2019,2,25,12,30,16.5,91,670,927,0.16,173,1.5,941
2019,2,25,13,30,17.6,88,702,945,0.16,193,1.3,940
2019,2,25,14,30,18,87,668,933,0.16,211,1,940
2019,2,25,15,30,18,82,570,894,0.16,225,0.7,939
2019,2,25,16,30,17.4,74,424,823,0.16,219,0.4,939
2019,2,25,17,30,15.8,58,242,685,0.16,195,0.4,939
2019,2,25,18,30,13.9,28,60,358,0.16,184,0.6,939
2019,2,25,19,30,12.8,0,0,0,0.16,189,0.7,939
2019,2,25,20,30,12.1,0,0,0,0.16,191,0.7,939
2019,2,25,21,30,11.3,0,0,0,0.16,183,0.7,939
2019,2,25,22,30,10.2,0,0,0,0.16,165,0.8,939
2019,2,25,23,30,8.6,0,0,0,0.16,151,1,939
2019,2,25,24,30,7.6,0,0,0,0.16,145,1,939
2019,2,26,1,30,5.3,0,0,0,0.16,132,1,939
2019,2,26,2,30,4.2,0,0,0,0.16,117,0.9,939
2019,2,26,3,30,3.3,0,0,0,0.16,100,1,939
2019,2,26,4,30,2.7,0,0,0,0.16,87,1.1,939
2019,2,26,5,30,2.2,0,0,0,0.16,80,1.2,939
2019,2,26,6,30,1.7,0,0,0,0.16,77,1.3,939
2019,2,26,7,30,2.6,0,0,0,0.16,75,1.3,939
2019,2,26,8,30,5.8,31,77,441,0.16,74,1.8,939
2019,2,26,9,30,9.6,114,156,149,0.16,81,2.1,940
2019,2,26,10,30,13.2,186,291,239,0.16,105,2.3,940
2019,2,26,11,30,16.1,75,596,935,0.16,131,2.9,940
2019,2,26,12,30,17.7,79,689,968,0.16,144,3.2,939
2019,2,26,13,30,18.6,77,720,982,0.16,153,3.3,939
2019,2,26,14,30,19,75,686,975,0.16,157,3.4,938
2019,2,26,15,30,18.8,70,591,948,0.16,157,3.4,938
2019,2,26,16,30,17.6,66,441,873,0.16,155,2.6,938
2019,2,26,17,30,14.1,52,256,747,0.16,155,1.6,938
2019,2,26,18,30,10.5,27,68,443,0.16,156,1.4,938
2019,2,26,19,30,8.9,0,0,0,0.16,160,1.4,939
2019,2,26,20,30,8.1,0,0,0,0.16,163,1.4,939
2019,2,26,21,30,7.3,0,0,0,0.16,165,1.4,939
2019,2,26,22,30,6.5,0,0,0,0.16,165,1.4,939
2019,2,26,23,30,6.1,0,0,0,0.16,163,1.4,939
2019,2,26,24,30,6,0,0,0,0.16,162,1.4,939
2019,2,27,1,30,6,0,0,0,0.16,166,1.1,939
2019,2,27,2,30,6,0,0,0,0.16,161,0.7,939
2019,2,27,3,30,5.5,0,0,0,0.16,118,0.4,939
2019,2,27,4,30,4.8,0,0,0,0.16,68,0.5,938
2019,2,27,5,30,4.1,0,0,0,0.16,55,0.7,938
2019,2,27,6,30,3.7,0,0,0,0.16,55,0.9,938
2019,2,27,7,30,4.6,0,0,0,0.16,59,1,938
2019,2,27,8,30,7.5,29,85,509,0.16,63,1.3,939
2019,2,27,9,30,10.9,117,151,117,0.16,68,1.4,939
2019,2,27,10,30,13.9,193,281,199,0.16,113,1.1,939
2019,2,27,11,30,16.5,69,606,955,0.16,168,1.6,939
2019,2,27,12,30,18,73,694,977,0.16,186,2.5,938
2019,2,27,13,30,18.5,74,723,986,0.16,192,2.8,938
2019,2,27,14,30,18.7,72,689,977,0.16,200,2.9,937
2019,2,27,15,30,18.4,68,593,948,0.16,212,2.8,937
2019,2,27,16,30,17.3,62,445,884,0.16,227,2.1,937
2019,2,27,17,30,14.8,50,260,760,0.16,246,1.3,937
2019,2,27,18,30,12.7,33,34,15,0.16,265,1,937
2019,2,27,19,30,11.7,0,0,0,0.16,286,1.1,937
2019,2,27,20,30,10.4,0,0,0,0.16,309,1.2,937
2019,2,27,21,30,8.7,0,0,0,0.16,327,1.4,937
2019,2,27,22,30,7,0,0,0,0.16,341,1.5,938
2019,2,27,23,30,5.6,0,0,0,0.16,350,1.6,938
2019,2,27,24,30,5.1,0,0,0,0.16,353,1.6,938
2019,2,28,1,30,4.2,0,0,0,0.16,358,1.7,938
2019,2,28,2,30,3.7,0,0,0,0.16,181,1.8,937
2019,2,28,3,30,3.4,0,0,0,0.16,5,1.8,937
2019,2,28,4,30,3,0,0,0,0.16,12,1.8,937
2019,2,28,5,30,2.7,0,0,0,0.16,18,1.8,938
2019,2,28,6,30,2.3,0,0,0,0.16,24,1.7,938
2019,2,28,7,30,3.5,0,0,0,0.16,31,2,938
2019,2,28,8,30,6.5,34,85,447,0.16,32,2.5,938
2019,2,28,9,30,9.9,118,140,76,0.16,34,2.6,939
2019,2,28,10,30,13.2,174,336,361,0.16,31,1.9,939
2019,2,28,11,30,15.8,244,429,325,0.16,190,1.1,939
2019,2,28,12,30,17.6,214,568,554,0.16,325,0.7,938
2019,2,28,13,30,18.5,262,564,455,0.16,291,0.8,937
2019,2,28,14,30,18.9,289,484,306,0.16,288,1.1,937
2019,2,28,15,30,18.8,259,333,131,0.16,298,1.2,936
2019,2,28,16,30,17.9,189,281,210,0.16,313,1.1,936
2019,2,28,17,30,15.6,109,121,45,0.16,322,0.9,936
2019,2,28,18,30,13.1,33,33,0,0.16,332,1,936
2019,2,28,19,30,11.5,0,0,0,0.16,345,1.2,936
2019,2,28,20,30,10.3,0,0,0,0.16,177,1.3,936
2019,2,28,21,30,9.4,0,0,0,0.16,7,1.3,936
2019,2,28,22,30,8.8,0,0,0,0.16,17,1.3,936
2019,2,28,23,30,8.1,0,0,0,0.16,27,1.4,936
2019,2,28,24,30,7.8,0,0,0,0.16,31,1.4,936
2019,3,1,1,30,6.3,0,0,0,0.16,39,1.8,935
2019,3,1,2,30,5.3,0,0,0,0.16,42,1.9,935
2019,3,1,3,30,4.4,0,0,0,0.16,41,1.9,935
2019,3,1,4,30,4,0,0,0,0.16,38,1.9,935
2019,3,1,5,30,3.8,0,0,0,0.16,36,2,935
2019,3,1,6,30,3.5,0,0,0,0.16,32,2,935
2019,3,1,7,30,4.3,0,0,0,0.16,30,2.3,935
2019,3,1,8,30,7,36,89,442,0.16,30,2.8,935
2019,3,1,9,30,10.6,121,168,159,0.16,37,2.5,935
2019,3,1,10,30,14,194,306,246,0.16,60,1.3,935
2019,3,1,11,30,16.5,84,609,917,0.16,144,0.7,935
2019,3,1,12,30,17.9,88,700,948,0.16,224,1.2,934
2019,3,1,13,30,18.8,88,731,961,0.16,247,1.8,933
2019,3,1,14,30,19.1,87,695,949,0.16,264,2.2,932
2019,3,1,15,30,19,82,596,911,0.16,277,2.3,932
2019,3,1,16,30,18.2,75,447,840,0.16,288,1.9,932
2019,3,1,17,30,15.5,61,262,705,0.16,293,1.3,932
2019,3,1,18,30,12.6,32,73,393,0.16,300,1.1,932
2019,3,1,19,30,11,0,0,0,0.16,314,1.2,933
2019,3,1,20,30,9.9,0,0,0,0.16,328,1.3,933
2019,3,1,21,30,8.8,0,0,0,0.16,339,1.3,933
2019,3,1,22,30,8.1,0,0,0,0.16,346,1.3,933
2019,3,1,23,30,7.6,0,0,0,0.16,349,1.4,933
2019,3,1,24,30,7.4,0,0,0,0.16,348,1.4,933
2019,3,2,1,30,7.1,0,0,0,0.15,353,1.9,934
2019,3,2,2,30,6.7,0,0,0,0.15,181,2,934
2019,3,2,3,30,6.3,0,0,0,0.15,6,1.9,934
2019,3,2,4,30,5.9,0,0,0,0.15,7,1.8,934
2019,3,2,5,30,5.3,0,0,0,0.15,5,1.8,934
2019,3,2,6,30,4.4,0,0,0,0.15,2,1.8,935
2019,3,2,7,30,5.1,0,0,0,0.15,1,2.2,935
2019,3,2,8,30,8,34,95,487,0.15,2,2.9,936
2019,3,2,9,30,11.6,123,172,159,0.15,9,3.1,936
2019,3,2,10,30,14.5,67,474,888,0.15,8,2.7,936
2019,3,2,11,30,16.3,71,620,950,0.15,175,2.4,936
2019,3,2,12,30,17.8,74,708,975,0.15,340,2.3,936
2019,3,2,13,30,18.7,77,737,979,0.15,329,2.2,935
2019,3,2,14,30,19.2,77,701,967,0.15,321,2.2,934
2019,3,2,15,30,19.1,72,608,943,0.15,316,2.2,934
2019,3,2,16,30,18.4,64,457,882,0.15,316,2,934
2019,3,2,17,30,15.9,52,272,763,0.15,320,1.4,934
2019,3,2,18,30,13,29,80,477,0.15,328,1.2,934
2019,3,2,19,30,11.7,0,0,0,0.15,339,1.2,934
2019,3,2,20,30,11.1,0,0,0,0.15,349,1.2,935
2019,3,2,21,30,10.6,0,0,0,0.15,180,1.2,935
2019,3,2,22,30,10,0,0,0,0.15,15,1.1,935
2019,3,2,23,30,9.6,0,0,0,0.15,37,1,935
2019,3,2,24,30,9.4,0,0,0,0.15,50,0.9,934
2019,3,3,1,30,8.5,0,0,0,0.15,88,0.9,934
2019,3,3,2,30,7.8,0,0,0,0.15,104,0.8,934
2019,3,3,3,30,7.2,0,0,0,0.15,118,0.7,934
2019,3,3,4,30,6.6,0,0,0,0.15,137,0.7,934
2019,3,3,5,30,6.2,0,0,0,0.15,166,0.6,934
2019,3,3,6,30,5.7,0,0,0,0.15,197,0.6,934
2019,3,3,7,30,5.7,0,0,0,0.15,215,0.7,934
2019,3,3,8,30,7.6,46,52,45,0.15,223,0.9,934
2019,3,3,9,30,10.6,118,129,33,0.15,227,1.7,934
2019,3,3,10,30,14,204,299,206,0.15,229,3.2,934
2019,3,3,11,30,16.6,248,451,348,0.15,228,4.4,934
2019,3,3,12,30,18.1,79,716,971,0.15,226,4.7,933
2019,3,3,13,30,19,80,746,982,0.15,226,4.9,932
2019,3,3,14,30,19.3,81,710,968,0.15,226,4.9,931
2019,3,3,15,30,18.6,236,453,380,0.15,225,4.7,931
2019,3,3,16,30,17.5,174,338,363,0.15,226,4.2,930
2019,3,3,17,30,15.1,104,106,8,0.15,233,3.3,930
2019,3,3,18,30,12,31,31,0,0.15,240,2.5,930
2019,3,3,19,30,10,0,0,0,0.15,243,2.2,930
2019,3,3,20,30,8.8,0,0,0,0.15,244,1.9,930
2019,3,3,21,30,7.7,0,0,0,0.15,246,1.7,930
2019,3,3,22,30,6.8,0,0,0,0.15,247,1.7,930
2019,3,3,23,30,6,0,0,0,0.15,244,1.7,930
2019,3,3,24,30,5.6,0,0,0,0.15,242,1.7,930
2019,3,4,1,30,5.2,0,0,0,0.15,238,1.9,930
2019,3,4,2,30,5.4,0,0,0,0.15,237,2,929
2019,3,4,3,30,5.5,0,0,0,0.15,237,2,929
2019,3,4,4,30,5.2,0,0,0,0.15,241,1.9,929
2019,3,4,5,30,4.8,0,0,0,0.15,245,1.7,929
2019,3,4,6,30,4.6,0,0,0,0.15,250,1.6,929
2019,3,4,7,30,5.7,0,0,0,0.15,258,2,929
2019,3,4,8,30,8.3,7,7,0,0.15,266,2.8,930
2019,3,4,9,30,10.6,12,12,0,0.15,270,3.3,930
2019,3,4,10,30,12.5,134,134,0,0.15,269,3.6,930
2019,3,4,11,30,14,266,312,78,0.15,266,3.9,930
2019,3,4,12,30,14.9,309,364,84,0.15,263,4,929
2019,3,4,13,30,15.1,332,487,227,0.15,259,3.9,928
2019,3,4,14,30,15,256,556,458,0.15,255,3.8,928
2019,3,4,15,30,14.7,240,455,372,0.15,254,3.7,928
2019,3,4,16,30,14.1,165,357,423,0.15,255,3.4,927
2019,3,4,17,30,12.5,118,137,65,0.15,256,2.4,927
2019,3,4,18,30,10,39,40,9,0.15,255,1.4,928
2019,3,4,19,30,8.6,0,0,0,0.15,256,1.2,928
2019,3,4,20,30,7.9,0,0,0,0.15,259,1.1,929
2019,3,4,21,30,6.9,0,0,0,0.15,265,1.1,929
2019,3,4,22,30,6.3,0,0,0,0.15,267,1,929
2019,3,4,23,30,6.3,0,0,0,0.15,265,1,929
2019,3,4,24,30,6.2,0,0,0,0.15,263,0.9,929
2019,3,5,1,30,5.9,0,0,0,0.15,254,0.9,928
2019,3,5,2,30,5.8,0,0,0,0.15,248,1,928
2019,3,5,3,30,5.7,0,0,0,0.15,248,1.1,928
2019,3,5,4,30,5.7,0,0,0,0.15,249,1,927
2019,3,5,5,30,5.5,0,0,0,0.15,243,0.8,927
2019,3,5,6,30,5.2,0,0,0,0.15,231,0.8,927
2019,3,5,7,30,5.5,0,0,0,0.15,223,1.2,927
2019,3,5,8,30,7,47,100,378,0.15,224,1.9,928
2019,3,5,9,30,9.4,131,159,89,0.15,229,2.6,928
2019,3,5,10,30,11.6,212,284,152,0.15,230,3.3,928
2019,3,5,11,30,13.2,266,439,292,0.15,229,3.9,928
2019,3,5,12,30,14.3,304,516,318,0.15,230,4.5,927
2019,3,5,13,30,15.1,339,464,182,0.15,231,4.9,926
2019,3,5,14,30,15.4,315,475,243,0.15,230,5.2,925
2019,3,5,15,30,15.3,256,438,314,0.15,227,5.3,925
2019,3,5,16,30,14.6,203,255,113,0.15,223,5.1,924
2019,3,5,17,30,13.4,104,104,2,0.15,220,4.2,924
2019,3,5,18,30,11.6,32,32,0,0.15,214,2.9,924
2019,3,5,19,30,10.1,0,0,0,0.15,206,2.2,924
2019,3,5,20,30,9.6,0,0,0,0.15,200,2.5,924
2019,3,5,21,30,9.6,0,0,0,0.15,197,3.1,924
2019,3,5,22,30,9.4,0,0,0,0.15,194,3.6,923
2019,3,5,23,30,9.3,0,0,0,0.15,192,4,923
2019,3,5,24,30,9.3,0,0,0,0.15,191,4.2,922
2019,3,6,1,30,9.3,0,0,0,0.15,187,4.3,921
2019,3,6,2,30,9.2,0,0,0,0.15,187,4.4,921
2019,3,6,3,30,9.2,0,0,0,0.15,189,4.4,920
2019,3,6,4,30,9.2,0,0,0,0.15,190,4.6,919
2019,3,6,5,30,9.2,0,0,0,0.15,189,4.8,918
2019,3,6,6,30,9,0,0,0,0.15,189,5.2,918
2019,3,6,7,30,8.9,0,0,0,0.15,190,5.7,917
2019,3,6,8,30,9.2,7,7,0,0.15,191,6.4,917
2019,3,6,9,30,9.7,21,21,0,0.15,193,7.3,917
2019,3,6,10,30,10.1,24,24,0,0.15,197,8,916
2019,3,6,11,30,10.6,35,35,0,0.15,204,8.3,916
2019,3,6,12,30,11.3,141,141,0,0.15,211,8.3,915
2019,3,6,13,30,12.3,236,246,15,0.15,214,8.5,914
2019,3,6,14,30,12.6,63,63,0,0.15,223,9,913
2019,3,6,15,30,11.5,239,260,36,0.15,241,8.8,914
2019,3,6,16,30,10.3,20,20,0,0.15,253,7.4,915
2019,3,6,17,30,9.3,124,153,95,0.15,251,6.2,917
2019,3,6,18,30,8,37,89,429,0.15,244,5.6,918
2019,3,6,19,30,7.1,0,0,0,0.15,244,5.3,919
2019,3,6,20,30,6.5,0,0,0,0.15,249,4.9,920
2019,3,6,21,30,5.9,0,0,0,0.15,258,4.2,921
2019,3,6,22,30,5.1,0,0,0,0.15,266,3.6,922
2019,3,6,23,30,4.2,0,0,0,0.15,273,3,923
2019,3,6,24,30,3.7,0,0,0,0.15,277,2.7,923
2019,3,7,1,30,2.5,0,0,0,0.15,288,2.3,923
2019,3,7,2,30,1.9,0,0,0,0.15,294,2,924
2019,3,7,3,30,1.4,0,0,0,0.15,295,1.8,924
2019,3,7,4,30,1.1,0,0,0,0.15,291,1.4,924
2019,3,7,5,30,0.9,0,0,0,0.15,283,1.2,925
2019,3,7,6,30,0.8,0,0,0,0.15,275,1.1,925
2019,3,7,7,30,1.8,0,0,0,0.15,272,1.2,926
2019,3,7,8,30,4.2,42,120,515,0.15,269,1.6,927
2019,3,7,9,30,6.7,23,23,0,0.15,258,2.1,927
2019,3,7,10,30,8.7,74,507,892,0.15,244,2.5,927
2019,3,7,11,30,10.3,78,650,950,0.15,238,2.9,926
2019,3,7,12,30,11.6,213,627,613,0.15,236,3.3,926
2019,3,7,13,30,12.4,83,765,977,0.15,233,3.6,925
2019,3,7,14,30,12.9,81,726,963,0.15,230,3.8,924
2019,3,7,15,30,12.8,77,628,933,0.15,228,4,924
2019,3,7,16,30,12.1,70,478,872,0.15,227,4.1,924
2019,3,7,17,30,10.5,58,288,745,0.15,228,3.4,924
2019,3,7,18,30,7.8,35,94,463,0.15,230,2.3,925
2019,3,7,19,30,5.9,0,0,0,0.15,232,1.9,926
2019,3,7,20,30,5.2,0,0,0,0.15,233,1.8,926
2019,3,7,21,30,5,0,0,0,0.15,234,1.8,927
2019,3,7,22,30,5.1,0,0,0,0.15,235,1.7,927
2019,3,7,23,30,5,0,0,0,0.15,237,1.5,927
2019,3,7,24,30,4.9,0,0,0,0.15,239,1.5,927
2019,3,8,1,30,4.3,0,0,0,0.15,251,1.2,927
2019,3,8,2,30,3.7,0,0,0,0.15,260,1.1,927
2019,3,8,3,30,3.1,0,0,0,0.15,264,1,927
2019,3,8,4,30,2.8,0,0,0,0.15,268,1,927
2019,3,8,5,30,3,0,0,0,0.15,278,0.9,928
2019,3,8,6,30,3.5,0,0,0,0.15,296,0.9,929
2019,3,8,7,30,4.6,0,0,0,0.15,313,1.2,930
2019,3,8,8,30,6.3,15,15,0,0.15,335,1.8,931
2019,3,8,9,30,8.2,43,43,0,0.15,174,2.1,932
2019,3,8,10,30,10.3,220,298,159,0.15,2,2.2,932
2019,3,8,11,30,12,86,641,912,0.15,4,2.1,932
2019,3,8,12,30,13.2,310,533,328,0.15,7,1.8,932
2019,3,8,13,30,14,338,520,260,0.15,8,1.4,932
2019,3,8,14,30,14.5,321,489,248,0.15,10,1.3,932
2019,3,8,15,30,14.6,80,628,921,0.15,11,1.4,932
2019,3,8,16,30,14.3,188,350,344,0.15,185,1.4,932
2019,3,8,17,30,13,57,292,750,0.15,349,1,933
2019,3,8,18,30,11,34,98,494,0.15,335,0.7,934
2019,3,8,19,30,9.4,0,0,0,0.15,331,0.9,934
2019,3,8,20,30,8.3,0,0,0,0.15,334,1,935
2019,3,8,21,30,7.4,0,0,0,0.15,339,1.2,935
2019,3,8,22,30,6.2,0,0,0,0.15,344,1.2,936
2019,3,8,23,30,5,0,0,0,0.15,349,1.3,937
2019,3,8,24,30,4.6,0,0,0,0.15,350,1.3,937
2019,3,9,1,30,3.8,0,0,0,0.15,178,1.3,937
2019,3,9,2,30,3.4,0,0,0,0.15,3,1.2,938
2019,3,9,3,30,3,0,0,0,0.15,6,1.2,938
2019,3,9,4,30,2.6,0,0,0,0.15,9,1.2,938
2019,3,9,5,30,2.4,0,0,0,0.15,15,1.2,939
2019,3,9,6,30,2.3,0,0,0,0.15,23,1.2,939
2019,3,9,7,30,4,0,0,0,0.15,34,1.3,940
2019,3,9,8,30,7.2,38,130,572,0.15,38,1.5,941
2019,3,9,9,30,10.7,141,191,147,0.15,25,1.3,941
2019,3,9,10,30,13.6,196,377,364,0.15,178,1,942
2019,3,9,11,30,15.3,186,551,595,0.15,336,0.9,942
2019,3,9,12,30,16.7,85,742,958,0.15,326,0.8,941
2019,3,9,13,30,17.7,299,593,415,0.15,319,0.7,940
2019,3,9,14,30,18.3,88,729,945,0.15,312,0.6,940
2019,3,9,15,30,18.5,85,628,906,0.15,298,0.5,939
2019,3,9,16,30,18.1,174,374,420,0.15,280,0.6,939
2019,3,9,17,30,16.5,76,261,586,0.15,262,0.6,939
2019,3,9,18,30,14.1,38,98,449,0.15,254,0.6,939
2019,3,9,19,30,12.4,0,0,0,0.15,267,0.7,940
2019,3,9,20,30,11.4,0,0,0,0.15,286,0.8,940
2019,3,9,21,30,10.7,0,0,0,0.15,306,0.9,940
2019,3,9,22,30,10,0,0,0,0.15,321,1,940
2019,3,9,23,30,9.3,0,0,0,0.15,332,1.1,940
2019,3,9,24,30,8.9,0,0,0,0.15,336,1.2,940
2019,3,10,1,30,7.9,0,0,0,0.15,345,1.2,940
2019,3,10,2,30,7.2,0,0,0,0.15,349,1.2,939
2019,3,10,3,30,6.7,0,0,0,0.15,354,1.2,939
2019,3,10,4,30,6.1,0,0,0,0.15,178,1.2,939
2019,3,10,5,30,5.3,0,0,0,0.15,1,1.2,939
2019,3,10,6,30,4.7,0,0,0,0.15,2,1.3,939
2019,3,10,7,30,6,0,0,0,0.15,3,1.7,939
2019,3,10,8,30,8.9,45,129,508,0.15,5,2.2,940
2019,3,10,9,30,12.1,68,326,743,0.15,182,2.3,940
2019,3,10,10,30,15.4,224,318,187,0.15,350,2.2,940
2019,3,10,11,30,17.9,88,651,909,0.15,338,2.1,940
2019,3,10,12,30,19.6,91,742,942,0.15,332,2.1,939
2019,3,10,13,30,20.7,87,772,961,0.15,329,2.2,938
2019,3,10,14,30,21.3,85,735,952,0.15,330,2.5,938
2019,3,10,15,30,21.4,81,637,922,0.15,332,2.7,937
2019,3,10,16,30,20.7,74,485,857,0.15,334,2.6,937
2019,3,10,17,30,18.1,61,298,740,0.15,335,1.8,937
2019,3,10,18,30,14.4,38,103,481,0.15,336,1.3,937
2019,3,10,19,30,12.3,0,0,0,0.15,339,1.5,937
2019,3,10,20,30,11.4,0,0,0,0.15,341,1.6,937
2019,3,10,21,30,10.6,0,0,0,0.15,344,1.7,938
2019,3,10,22,30,9.9,0,0,0,0.15,349,1.7,938
2019,3,10,23,30,9.4,0,0,0,0.15,177,1.7,938
2019,3,10,24,30,9.3,0,0,0,0.15,1,1.7,938
2019,3,11,1,30,8.7,0,0,0,0.15,15,1.8,937
2019,3,11,2,30,8.1,0,0,0,0.15,22,1.9,937
2019,3,11,3,30,7.8,0,0,0,0.15,25,2,937
2019,3,11,4,30,7.5,0,0,0,0.15,24,2.1,937
2019,3,11,5,30,7.2,0,0,0,0.15,24,2.3,938
2019,3,11,6,30,7,0,0,0,0.15,25,2.5,938
2019,3,11,7,30,7.8,0,0,0,0.15,28,3.2,939
2019,3,11,8,30,9.9,45,137,540,0.15,37,4.1,939
2019,3,11,9,30,12.3,146,198,147,0.15,44,4.4,940
2019,3,11,10,30,14.5,226,329,204,0.15,45,4.1,940
2019,3,11,11,30,16.2,77,675,958,0.15,45,3.6,940
2019,3,11,12,30,17.5,79,769,992,0.15,46,3,939
2019,3,11,13,30,18.5,81,796,997,0.15,43,2.3,939
