Fri Oct 29 11:13:01 2021    output.dat

         154024258 function calls (153767482 primitive calls) in 149.747 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1335090    1.400    0.000    1.700    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\csvloader.py:76(i_simulate)
        1    1.389    1.389   92.206   92.206 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\simulator.py:286(run_all_timesteps)
    90538    1.144    0.000    1.144    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   817710    1.127    0.000    1.127    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:42(convert_electricity)
       34    1.114    0.033    1.114    0.033 {method 'copy' of 'ImagingCore' objects}
        5    1.064    0.213    1.239    0.248 {method 'read_low_memory' of 'pandas._libs.parsers.TextReader' objects}
  1335090    1.043    0.000    1.533    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\pvs.py:275(i_simulate)
        1    0.932    0.932    8.074    8.074 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\simulator.py:398(get_std_results)
  1335090    0.802    0.000    0.802    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\component.py:63(copy_values_from_other)
  1335090    0.786    0.000    0.786    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:296(storage_losses)
        1    0.744    0.744    0.744    0.744 {built-in method _pickle.dump}
      333    0.605    0.002    0.605    0.002 {method 'take' of 'numpy.ndarray' objects}
130455/120941    0.553    0.000    2.678    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
     4590    0.527    0.000    0.527    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.507    0.507    0.510    0.510 {built-in method _pickle.load}
        2    0.503    0.252    0.503    0.252 {pandas._libs.lib.to_object_array}
  1051200    0.457    0.000    0.457    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\component.py:60(__init__)
      918    0.449    0.000    0.452    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
   525633    0.446    0.000    0.446    0.000 {built-in method now}
      306    0.443    0.001    0.448    0.001 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
  1335090    0.424    0.000    0.424    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:132(i_restore_state)
  1335090    0.416    0.000    0.416    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:351(i_restore_state)
       62    0.402    0.006    0.402    0.006 {built-in method zlib.compress}
   545140    0.397    0.000    0.397    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:211(store)
  1335090    0.324    0.000    0.324    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\controller.py:181(i_restore_state)
     3233    0.305    0.000    0.305    0.000 {method 'astype' of 'numpy.ndarray' objects}
2626552/2620746    0.303    0.000    0.306    0.000 {built-in method builtins.len}
      136    0.295    0.002    0.295    0.002 {built-in method matplotlib._path.update_path_extents}
      748    0.280    0.000    0.280    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\_methods.py:106(_clip_dep_invoke_with_casting)
1406620/1406606    0.272    0.000    0.276    0.000 {built-in method builtins.hasattr}
       64    0.261    0.004    0.268    0.004 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\pandas\core\groupby\ops.py:504(_call_cython_op)
     5765    0.246    0.000    0.246    0.000 {built-in method winreg.OpenKey}
316336/238170    0.237    0.000    0.444    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:241(stale)
   525616    0.213    0.000    0.213    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
       34    0.200    0.006   51.963    1.528 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\postprocessing\charts.py:77(plot)
    59384    0.191    0.000    0.191    0.000 {method 'copy' of 'numpy.ndarray' objects}
  1335090    0.190    0.000    0.190    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\csvloader.py:73(i_restore_state)
  1335090    0.183    0.000    0.183    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\pvs.py:264(i_restore_state)
  1335090    0.181    0.000    0.181    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\weather.py:114(i_restore_state)
        2    0.176    0.088    0.311    0.155 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\pandas\core\internals\managers.py:1981(_merge_blocks)
   241711    0.169    0.000    0.169    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\postprocessing\postprocessing.py:254(<genexpr>)
   280759    0.167    0.000    0.231    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\__init__.py:604(__getitem__)
        1    0.167    0.167  149.749  149.749 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\hisim.py:9(main)
     6202    0.166    0.000    0.166    0.000 {method 'index' of 'list' objects}
      926    0.164    0.000    0.473    0.001 {built-in method builtins.sum}
        1    0.161    0.161    0.161    0.161 {built-in method nt.startfile}
       34    0.161    0.005   36.841    1.084 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\figure.py:2873(savefig)
   525600    0.161    0.000    0.161    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:348(i_save_state)
19244/18734    0.159    0.000    0.763    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:1038(update)
       18    0.159    0.009    0.160    0.009 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\pandas\core\internals\managers.py:1950(_stack_arrays)
659118/659104    0.155    0.000    0.222    0.000 {built-in method builtins.isinstance}
   525600    0.149    0.000    0.149    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:129(i_save_state)
        1    0.144    0.144    0.144    0.144 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:1403(_get_font)
433104/429287    0.140    0.000    0.325    0.000 {built-in method builtins.getattr}
   225976    0.140    0.000    0.140    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\postprocessing\postprocessing.py:253(<genexpr>)
        1    0.135    0.135    1.828    1.828 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\postprocessing\postprocessing.py:220(cal_pos_sim)
    72350    0.131    0.000    1.203    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
   525600    0.130    0.000    0.130    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\controller.py:176(i_save_state)
    10302    0.126    0.000    1.261    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\text.py:287(_get_layout)
   715180    0.123    0.000    0.123    0.000 {method 'append' of 'list' objects}
    60520    0.122    0.000    0.190    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\cbook\__init__.py:2094(_setattr_cm)
37978/12546    0.120    0.000   21.882    0.002 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\_api\deprecation.py:404(wrapper)
       68    0.118    0.002   31.085    0.457 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\backends\backend_agg.py:459(print_png)
       64    0.118    0.002    0.118    0.002 {method 'repeat' of 'numpy.ndarray' objects}
       78    0.117    0.001    0.117    0.001 {method 'tolist' of 'numpy.ndarray' objects}
       68    0.117    0.002    1.190    0.018 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\colors.py:588(__call__)
     8093    0.114    0.000    0.114    0.000 {built-in method _codecs.charmap_encode}
    10200    0.114    0.000    1.909    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\text.py:864(get_window_extent)
      331    0.113    0.000    0.113    0.000 {built-in method _codecs.charmap_decode}
       72    0.112    0.002    0.112    0.002 {method 'decode' of 'ImagingDecoder' objects}
        1    0.104    0.104    4.506    4.506 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\pandas\core\internals\construction.py:469(nested_data_to_arrays)
     1000    0.101    0.000    0.101    0.000 {method 'write' of '_io.BufferedRandom' objects}
61474/61404    0.100    0.000    0.100    0.000 {built-in method numpy.asarray}
       18    0.094    0.005    0.094    0.005 {method 'write' of '_io.BufferedWriter' objects}
       72    0.093    0.001    0.093    0.001 {built-in method _hashlib.openssl_md5}
    22610    0.093    0.000    0.201    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:780(__init__)
    12104    0.092    0.000    0.154    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\cbook\__init__.py:1726(normalize_kwargs)
     3060    0.088    0.000    0.704    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\lines.py:276(__init__)
   525600    0.086    0.000    0.086    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\csvloader.py:82(i_doublecheck)
296803/296799    0.084    0.000    0.349    0.000 {built-in method builtins.next}
     1614    0.083    0.000    0.083    0.000 {built-in method nt.stat}
    24062    0.082    0.000    0.131    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:697(__hash__)
      361    0.082    0.000    0.082    0.000 {pandas._libs.algos.ensure_platform_int}
   525600    0.081    0.000    0.081    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\csvloader.py:79(i_save_state)
   525600    0.079    0.000    0.079    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\pvs.py:351(i_doublecheck)
     4216    0.079    0.000    1.206    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\text.py:665(draw)
   625709    0.078    0.000    0.078    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\inspect.py:2558(kind)
   525600    0.077    0.000    0.077    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:411(i_doublecheck)
   525600    0.076    0.000    0.076    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\controller.py:185(i_doublecheck)
   525600    0.076    0.000    0.076    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\weather.py:117(i_doublecheck)
     7378    0.075    0.000    0.121    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:99(__init__)
   525600    0.075    0.000    0.075    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\pvs.py:348(i_save_state)
   525600    0.074    0.000    0.074    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\hydrogen_generator.py:183(i_doublecheck)
      101    0.074    0.001    0.074    0.001 {built-in method io.open}
   525600    0.072    0.000    0.072    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\weather.py:111(i_save_state)
      918    0.069    0.000    0.069    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
    32939    0.069    0.000    0.081    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\contextlib.py:86(__init__)
     8466    0.069    0.000    0.131    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:650(translated)
     4896    0.067    0.000    0.504    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\lines.py:744(draw)
     1360    0.064    0.000    1.425    0.001 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\axis.py:1023(_update_ticks)
   280897    0.063    0.000    0.063    0.000 {function _Name2StandardEncodingMap.__getitem__ at 0x0000021F8D748040}
    50552    0.062    0.000    0.096    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:1750(__init__)
     5808    0.062    0.000    0.062    0.000 {method 'ravel' of 'numpy.ndarray' objects}
14956/12988    0.061    0.000    0.254    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:2401(get_affine)
     2652    0.060    0.000    0.259    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\lines.py:660(recache)
      136    0.059    0.000    0.062    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\ma\core.py:2334(masked_invalid)
    42194    0.058    0.000    0.095    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\cbook\__init__.py:259(process)
   309870    0.057    0.000    0.057    0.000 {method 'items' of 'dict' objects}
    58006    0.057    0.000    0.102    0.000 {built-in method builtins.any}
    25018    0.057    0.000    0.142    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:1867(__init__)
     1020    0.056    0.000    1.335    0.001 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\axis.py:57(__init__)
   316472    0.056    0.000    0.056    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:822(get_animated)
     6936    0.054    0.000    0.226    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:638(__init__)
    83158    0.054    0.000    0.054    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:107(__init__)
     5765    0.053    0.000    0.053    0.000 {built-in method winreg.EnumKey}
       68    0.050    0.001    0.050    0.001 {pandas._libs.lib.generate_bins_dt64}
     4844    0.048    0.000    0.048    0.000 {built-in method builtins.sorted}
 12852/68    0.048    0.000   14.349    0.211 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:33(draw_wrapper)
    32013    0.047    0.000    0.047    0.000 {method 'reshape' of 'numpy.ndarray' objects}
31280/11628    0.047    0.000    0.061    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:180(_invalidate_internal)
    14382    0.046    0.000    0.057    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:207(set_children)
     8160    0.046    0.000    0.046    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:2879(_interval_contains_close)
    44030    0.046    0.000    0.227    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:82(_stale_axes_callback)
 38734/20    0.045    0.000    0.098    0.005 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\copy.py:128(deepcopy)
       34    0.044    0.001    0.044    0.001 {method 'close' of '_io.BufferedRandom' objects}
    38488    0.044    0.000    0.044    0.000 {built-in method numpy.asanyarray}
       68    0.043    0.001    0.097    0.001 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\colors.py:1163(__call__)
    50456    0.042    0.000    0.051    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\_api\__init__.py:100(check_in_list)
   323725    0.042    0.000    0.042    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\inspect.py:2546(name)
     1734    0.042    0.000    0.071    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\axes\_base.py:2763(_get_axis_map)
    32938    0.041    0.000    0.134    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\contextlib.py:123(__exit__)
     2258    0.040    0.000    0.040    0.000 {built-in method numpy.empty}
   220150    0.040    0.000    0.040    0.000 {method 'get' of 'dict' objects}
    12172    0.039    0.000    0.423    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:1447(transform)
    12104    0.038    0.000    0.038    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\cbook\__init__.py:1791(<dictcomp>)
     1010    0.038    0.000    0.038    0.000 {built-in method winreg.QueryValueEx}
    30569    0.037    0.000    0.569    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\fromnumeric.py:2763(amin)
        4    0.037    0.009    0.037    0.009 {method 'get_indexer' of 'pandas._libs.index.DatetimeEngine' objects}
    20502    0.036    0.000    0.098    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\text.py:820(get_unitless_position)
      816    0.036    0.000    0.042    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
    30783    0.036    0.000    0.587    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\fromnumeric.py:2638(amax)
   179170    0.036    0.000    0.036    0.000 {method 'pop' of 'dict' objects}
    72350    0.035    0.000    0.035    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
    19210    0.035    0.000    0.035    0.000 {built-in method matplotlib._path.affine_transform}
    16286    0.035    0.000    0.066    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\cbook\__init__.py:907(get_siblings)
    18278    0.035    0.000    0.056    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\openpyxl\utils\cell.py:74(_get_column_letter)
    12988    0.035    0.000    0.046    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\_api\__init__.py:64(check_isinstance)
    10302    0.035    0.000    0.158    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\text.py:834(get_prop_tup)
    41480    0.033    0.000    0.105    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:356(pchanged)
    20231    0.033    0.000    0.143    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\colors.py:178(to_rgba)
       34    0.032    0.001    0.032    0.001 {built-in method gc.collect}
       18    0.031    0.002    0.031    0.002 {method 'split' of 'ImagingCore' objects}
    28364    0.031    0.000    0.031    0.000 {method 'match' of 're.Pattern' objects}
     6936    0.031    0.000    0.156    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\markers.py:296(_set_marker)
     4284    0.031    0.000    0.092    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\backend_bases.py:751(__init__)
    32939    0.031    0.000    0.111    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\contextlib.py:261(helper)
   169592    0.031    0.000    0.031    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:217(axes)
      680    0.031    0.000    0.262    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\ticker.py:2202(_raw_ticks)
    19210    0.031    0.000    0.092    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:1829(transform_affine)
    32939    0.030    0.000    0.245    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\contextlib.py:114(__enter__)
   165962    0.029    0.000    0.029    0.000 {method 'endswith' of 'str' objects}
       19    0.029    0.002    0.029    0.002 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\_collections_abc.py:760(get)
     3634    0.029    0.000    0.030    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\openpyxl\descriptors\base.py:38(__set__)
12104/11594    0.028    0.000    3.332    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\artist.py:1152(set)
     7072    0.028    0.000    0.032    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:813(set_weight)
     8806    0.027    0.000    0.300    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\text.py:173(update)
     4590    0.027    0.000    0.149    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\font_manager.py:1248(findfont)
    37978    0.027    0.000    2.629    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\inspect.py:3038(bind)
    51071    0.027    0.000    0.035    0.000 {built-in method builtins.setattr}
48394/28838    0.027    0.000    0.124    0.000 {built-in method builtins.hash}
    25943    0.027    0.000    0.117    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\colors.py:132(_is_nth_color)
    26055    0.026    0.000    0.089    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\re.py:188(match)
        1    0.026    0.026    1.052    1.052 C:\Users\Maximilian\PycharmProjects\hisimupdated\HiSim\hisim\components\weather.py:131(build)
     7963    0.026    0.000    0.088    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\fromnumeric.py:38(_wrapit)
   113934    0.025    0.000    0.025    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\_api\deprecation.py:419(<genexpr>)
    30569    0.025    0.000    0.620    0.000 <__array_function__ internals>:2(amin)
      351    0.025    0.000    0.025    0.000 {built-in method io.open_code}
    30783    0.025    0.000    0.637    0.000 <__array_function__ internals>:2(amax)
32230/17338    0.025    0.000    0.032    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\transforms.py:2369(<lambda>)
    26889    0.024    0.000    0.037    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\enum.py:358(__call__)
    26287    0.024    0.000    0.078    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.2032.0_x64__qbz5n2kfra8p0\lib\re.py:289(_compile)
    12036    0.024    0.000    0.091    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\markers.py:238(_recache)
        5    0.024    0.005    0.193    0.039 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:33(__init__)
    10888    0.023    0.000    0.530    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
     4625    0.023    0.000    0.095    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\matplotlib\path.py:98(__init__)
    86037    0.023    0.000    0.032    0.000 C:\Users\Maximilian\PycharmProjects\hisimupdated\venv\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
